tweet_id,claim,evidence
1180134788348436485,1,0
1180134600267501568,0,0
1180134419060969473,1,0
1180134227167322112,0,1
1180134146410188802,0,0
1180133954516635649,1,0
1180133104108916742,0,0
1180133094088683520,1,1
1180133030322753542,0,1
1180132360936988672,1,0
1180132190706896897,0,1
1180132136965300225,0,0
1180131876553609216,1,0
1180131795494428673,0,0
1180131607551840256,1,0
1180131523724529665,0,0
1180131320187490304,0,1
1180130723115745285,1,1
1180130591519498242,0,0
1180130557822414848,0,0
1180130403799187456,0,1
1180130009715023873,1,1
1180129014817738757,0,0
1180128481398677505,1,1
1180128437605928960,1,0
1180128318936485889,0,0
1180128315862081536,1,0
1180128305758064641,1,0
1180127982016516097,1,0
1180127948768071680,1,1
1180127840056025088,1,0
1180127630189891586,0,0
1180127603719593985,0,0
1180127548077944832,1,1
1180127370201706496,0,0
1180127120506462214,1,1
1180127109622194176,1,0
1180126897084289024,0,0
1180126605357850624,1,0
1180126363321339904,1,0
1180126349710807040,1,1
1180126038745128961,1,1
1180125612213784576,1,0
1180125470995746818,0,0
1180125050881445888,0,1
1180124890323673088,1,0
1180124840466026506,0,0
1180124771788435456,0,0
1180124601151623170,1,0
1180124433756889089,1,0
1180124331583692804,1,0
1180124226080120832,1,0
1180124163454984192,0,0
1180123415027634178,1,0
1180123234307579906,0,0
1180123177927823361,1,0
1180123144549482496,0,0
1180122738607955968,0,0
1180122671226507265,1,0
1180122425486393345,0,0
1180122233613815808,1,0
1180122032681422853,1,0
1180121815844306945,0,0
1180121665851842562,1,0
1180121439510368256,1,0
1180121300779638784,1,0
1180120988190724096,1,1
1180120167730294788,1,0
1180120028026408960,1,0
1180119849747570688,1,1
1180119503763587072,1,0
1180119372817412109,1,0
1180119147511996416,1,1
1180119022098112512,0,0
1180118853617176577,1,0
1180118839641686016,1,0
1180118227399122944,1,0
1180118046524035072,1,0
1180117961463533569,0,0
1180117826121666562,1,0
1180117668646572032,0,0
1180117636195213312,0,0
1180117339184013312,1,0
1180116946647486464,1,1
1180116753835155456,0,1
1180116625359622144,0,0
1180116478659563521,0,0
1180116232000987136,1,0
1180116217736105984,0,0
1180116143811547136,1,0
1180116024378703872,0,1
1180115434978328576,1,0
1180115049916112897,0,0
1180114816578523136,0,0
1180114712736014337,0,0
1180114420179046400,1,0
1180114347244376069,1,0
1180114247684169728,0,0
1180112990772895744,1,1
1180112736333815809,1,0
1180112642301673478,1,1
1180112417247944705,0,0
1180111870990139392,1,0
1180111610251284480,1,0
1180111206318780417,0,0
1180111039276425216,1,1
1180110752977473536,1,0
1180110147286421509,0,0
1180109840976355328,0,0
1180109751818100736,0,0
1180109661242105859,1,0
1180109657504923649,1,0
1180109353266896898,0,0
1180109186841157632,1,0
1180108773215670274,1,0
1180108368016560129,1,0
1180107718604009473,0,0
1180107525452120065,1,1
1180107381147086848,0,0
1180107133309747201,1,1
1180106738776846336,1,0
1180106716442181632,0,0
1180106550725267461,1,0
1180106407376502784,1,0
1180106191059464192,0,0
1180106133383593984,0,0
1180105694244212738,1,0
1180105416337960961,0,0
1180104969300652032,1,1
1180104961486675968,1,0
1180104843870035968,1,1
1180104368831520768,1,1
1180104339903434752,1,0
1180104139331788800,1,0
1180104017587970048,1,0
1180103416376369154,1,0
1180103303579029504,1,0
1180103170804072449,0,0
1180103061848625153,0,1
1180102975290826755,1,0
1180102696055033856,1,1
1180102674018131968,1,0
1180102520582152192,0,1
1180102437610442753,1,0
1180102135037530112,0,0
1180101894657716224,1,0
1180101377357430789,0,0
1180101310139514883,1,0
1180101110146768896,0,1
1180101019507838977,1,0
1180100811369656323,0,1
1180100730411192320,1,0
1180100577184960512,1,0
1180100410142531584,1,0
1180099982965317632,1,0
1180099935422861313,1,0
1180099614386601984,0,1
1180099563807543296,0,0
1180099489627086855,0,0
1180099371297378307,0,1
1180099359624568834,1,1
1180098854651334656,1,1
1180098235869925376,0,0
1180097887163895808,1,0
1180096988563591169,0,0
1180096751899938818,1,0
1180096250106040321,1,1
1180096234167656448,1,0
1180096187761926144,0,0
1180096125388443648,1,0
1180095480677781506,0,0
1180095457869139969,1,0
1180095378802270208,0,0
1180095309868863489,0,0
1180095265547718657,0,0
1180095119409713152,0,0
1180094521746563072,0,1
1180094301918904320,0,0
1180093979737624578,1,0
1180093744382709760,0,0
1180093487003385856,0,1
1180093312188989441,1,1
1180093258443235330,1,0
1180093225090125825,1,1
1180093108777865216,0,0
1180092245783003137,1,0
1180092024206299136,1,0
1180091878873731073,1,1
1180091751387803650,1,0
1180091611579080704,1,0
1180091544541519872,1,1
1180091165640671234,0,0
1180090662013800449,0,0
1180090358539182082,1,0
1180090295767183366,1,0
1180089645922754560,1,0
1180089529082028032,1,0
1180089410517381120,0,0
1180088985445703680,1,0
1180088980165017601,0,0
1180088876083351552,1,1
1180088867669659648,1,1
1180088567403614209,1,0
1180088561028259842,1,1
1180088556179611649,0,0
1180088392232636425,0,0
1180088216269012994,0,0
1180088060035440641,0,0
1180087932042072064,0,0
1180087849485512704,0,0
1180087705579003904,0,0
1180087703020408834,1,0
1180087266959613952,0,0
1180087194121310208,1,0
1180087061682032640,1,0
1180087039959687173,0,0
1180086868144267270,1,0
1180086841518768128,0,1
1180086801245057025,0,0
1180086641379205120,0,0
1180086192051806210,1,1
1180086085591977984,0,0
1180086049449680898,1,1
1180085917316464640,1,0
1180085857010814976,0,0
1180085676936761346,1,0
1180085422933921792,0,0
1180085328671072257,1,0
1180084893151367168,0,0
1180084719410651136,0,0
1180084469874733056,1,0
1180084291088388101,1,0
1180084250579816448,0,0
1180084248977580032,1,0
1180084076176379904,1,0
1180083992558817281,0,0
1180083823817744385,0,0
1180083621178281984,0,1
1180083401342308354,1,0
1180083347520929794,0,0
1180083040791470080,0,0
1180082897388216320,1,0
1180082883421200384,1,0
1180082633201606657,0,0
1180082441316372480,0,0
1180082439881940993,1,0
1180082300261937153,1,1
1180081958300389377,1,0
1180081601553817601,0,0
1180080991764930561,1,1
1180080874076827648,0,0
1180080816451403776,0,0
1180080380021559296,1,0
1180080144129691648,1,0
1180080063926153216,0,0
1180079718051336193,1,0
1180079480192278530,1,0
1180079191359938560,0,0
1180078798928257024,1,0
1180078509458415616,0,1
1180077900411879424,1,0
1180077841511337984,1,0
1180077367722729473,0,0
1180077148285132801,1,0
1180077062243139584,1,0
1180076241510117376,1,0
1180075637157040130,1,0
1180075402347339776,1,0
1180075397695885312,1,0
1180074916479209472,0,1
1180074575494893568,0,0
1180074492447604737,0,0
1180074471060918272,0,0
1180074217683013632,1,0
1180073905157021697,1,0
1180073715884797952,1,0
1180073572670345216,0,0
1180073266154786816,1,1
1180072981927809024,0,1
1180072901619470336,1,1
1180072868937371650,0,0
1180072866882228224,1,0
1180072752855863296,0,0
1180072750590939137,0,0
1180072185022554112,1,0
1180072048066011136,0,0
1180071877072556033,1,0
1180071671543279616,0,0
1180071046940151808,1,1
1180070323892428800,0,0
1180070021034336256,1,0
1180069749914525696,1,0
1180069674974883841,1,0
1180069043698573313,1,0
1180068991320150017,1,0
1180068638252044288,0,0
1180067831834128385,0,0
1180067614065868800,0,0
1180067553986711552,1,0
1180067445668798464,1,0
1180067137152573440,1,0
1180067121197400064,0,0
1180066239340843008,0,1
1180065944464498690,0,0
1180065698770554880,1,0
1180065579690053632,1,0
1180065506629275648,1,1
1180065214039023619,1,0
1180065101082222593,1,1
1180064954457694209,0,0
1180064615314739200,0,0
1180063915046293505,1,0
1180063075854094337,1,0
1180062987605950464,1,0
1180062566795616256,0,0
1180062435983740928,0,0
1180062334032715776,1,0
1180062215598215168,1,1
1180062209860395008,1,0
1180062099587948544,0,0
1180062057229688832,0,0
1180061850463068160,1,0
1180061849032839168,1,0
1180061631906291713,1,1
1180061629700026368,1,0
1180061422547542016,0,0
1180061406030368770,1,1
1180061166871154688,1,0
1180060731548540928,1,0
1180059993841848322,1,0
1180059985314746368,0,0
1180059972442284032,1,0
1180059731106390016,1,0
1180059710147502081,1,0
1180059555084083207,1,1
1180059138048581632,1,0
1180058999510700032,0,0
1180058943487447040,1,0
1180058719079542785,1,0
1180058699257262080,1,0
1180058613362171905,1,1
1180058491551125506,1,1
1180058404448014336,0,0
1180058397854617601,0,1
1180058204039995392,0,0
1180058026713202688,1,0
1180057991472701441,1,0
1180057921314533376,0,0
1180057887684599809,1,0
1180057785356165125,0,0
1180057658486902784,0,1
1180057598684475392,1,0
1180057216600154112,1,0
1180057159469535232,1,1
1180057154159611905,0,0
1180057095804276737,1,0
1180057048945479680,0,0
1180056888085504000,1,1
1180056689711751169,0,0
1180056529749327872,0,1
1180056155483185154,1,0
1180055903653044224,1,1
1180055773734412289,0,0
1180055664149839872,1,0
1180055613088374784,1,0
1180055531676942336,0,1
1180055511418490881,1,1
1180055481689223175,1,0
1180055401846456320,1,0
1180055194693963776,1,0
1180055104898129920,1,0
1180055068349014016,0,0
1180054933560799232,0,0
1180054814736224256,1,0
1180054775917879296,1,0
1180054637132554241,1,0
1180054605037817856,0,0
1180054543553499136,0,0
1180054432102453259,0,1
1180054192595050496,1,0
1180054162534473729,0,0
1180054139889491968,1,0
1180054047895773184,1,0
1180053743129235456,0,1
1180053471803924481,1,0
1180053273916653568,1,0
1180053218329542656,0,0
1180053141733150720,1,0
1180052845556588544,1,0
1180052571823788032,0,0
1180052088140832770,1,0
1180052077466341376,1,1
1180051909731860481,0,0
1180051876873678849,1,0
1180051747915620353,0,0
1180051662272126976,1,1
1180051322713858048,1,0
1180051312274223104,0,0
1180051132120481793,1,0
1180050952193220613,1,0
1180050880307122181,1,0
1180050841056813056,1,0
1180050827530178560,1,0
1180050720072126470,0,0
1180050151970426880,1,0
1180049799590096896,0,0
1180049549244674049,1,0
1180049540193406981,1,0
1180049487529684992,1,0
1180049188438073344,1,1
1180048458436284422,1,0
1180048428631543808,0,0
1180047541360050176,0,0
1180047109036367872,0,0
1180046779871563778,0,1
1180046594726600704,0,0
1180046420440735745,1,0
1180046300458491904,0,0
1180045844923473923,0,0
1180045732339957761,1,0
1180045717550895104,1,0
1180044827179786240,1,1
1180044476397568000,1,0
1180044266539802624,1,0
1180044254707687424,0,0
1180044193999282176,0,0
1180043770525618177,1,1
1180043770391400449,1,0
1180043639302569984,1,0
1180043097272651776,1,0
1180042985867763712,1,0
1180042689284321281,1,0
1180042170532802560,1,0
1180041227678429184,1,0
1180040610327212032,1,0
1180039952714932224,1,0
1180039753196064768,1,0
1180039279776538624,1,1
1180039034908938240,1,0
1180038854172168192,1,0
1180038737188806656,1,0
1180038692364271617,1,0
1180038594687361025,1,0
1180038433084977153,1,0
1180038416517476353,0,0
1180038346032238592,1,0
1180038103022673920,1,0
1180038087893749762,0,1
1180037891017334784,1,0
1180037522887495680,1,0
1180037519888539648,0,0
1180037438179295232,1,0
1180037405895774208,1,0
1180037231551139840,1,0
1180036873869283328,0,0
1180036826809192449,0,0
1180036634278088705,1,0
1180036159403110400,1,0
1180036139941597184,0,0
1180035348300214273,1,0
1180035225298055168,0,1
1180035150786301952,1,0
1180035074219229184,1,0
1180035017747173377,0,0
1180034673487028224,1,0
1180034441948864512,0,1
1180034410269347840,1,1
1180034358557708288,0,1
1180033703709413376,1,0
1180033615855587328,0,1
1180033268818878464,1,1
1180033003562717184,1,0
1180032722791796736,0,0
1180032722275885056,0,0
1180032363054735361,1,0
1180032359720198144,1,1
1180032249208676352,0,0
1180031943854956549,1,1
1180031730373337088,0,0
1180031715403849728,0,0
1180031141291671554,1,0
1180031034760552449,0,1
1180030864220184576,1,0
1180030476049928192,1,0
1180029531937267712,1,0
1180028944852176901,1,0
1180028922710364160,0,0
1180028585198968832,1,0
1180028368550539264,0,0
1180027986256506880,0,1
1180027581296500737,1,0
1180027307936899073,1,0
1180027256657326080,1,0
1180027104584458240,1,0
1180026139680628736,0,1
1180024720172994560,0,1
1180024443567054848,1,0
1180023275281408003,1,0
1180022942035533824,1,0
1180022068533977088,0,1
1180021284119429120,1,0
1180021208793980928,1,0
1180020672820584448,1,0
1180020507267207168,1,0
1180020447238340608,0,0
1180020170556919808,1,1
1180019840964333568,0,0
1180019469491560448,1,0
1180019362054512641,1,0
1180019321126436865,0,0
1180019124866560000,1,0
1180018891344531456,0,0
1180018449331961856,1,1
1180018442105212928,1,0
1180017513591115777,1,0
1180017370603151361,0,0
1180016619801710592,1,0
1180016019647152128,1,0
1180015685713453061,0,0
1180015404586061824,1,0
1180015392321933313,1,0
1180015190101889025,1,1
1180014801583517696,0,0
1180014579449044992,1,0
1180014501707599872,1,0
1180014485572128769,1,0
1180014026308427779,0,0
1180014012207177728,0,0
1180013807013376000,1,0
1180013758879588352,1,1
1180013147257806848,1,1
1180013110163324928,1,0
1180013106623401984,0,0
1180012978076299265,1,0
1180012950893015042,1,0
1180012884295860224,1,0
1180012821909790720,1,1
1180012402655600641,1,0
1180012046450073606,0,0
1180011656442761216,1,0
1180011505657495552,1,0
1180010689932517381,1,0
1180010685553614848,1,0
1180010381500129280,1,0
1180010077090177024,0,0
1180009379770314753,0,0
1180009055923912704,1,1
1180008946641379328,1,0
1180008879226331136,0,0
1180008838973534208,0,0
1180008403617406976,1,0
1180007618661769216,1,0
1180006673638973440,1,0
1180006470328442881,0,0
1180006418755264512,1,0
1180006197014994949,0,1
1180005797142700034,1,0
1180005363480956928,1,0
1180005110799376384,1,0
1180005000329809920,1,0
1180004627699421186,0,0
1180004091109548034,1,0
1180003981285888000,1,0
1180003063760863232,1,1
1180002579553701888,1,0
1180002269082898432,1,0
1180002093391908865,1,1
1180002037037182976,1,0
1180002030460559361,1,1
1180000733183168513,0,0
1179999921224785920,1,0
1179999775514607618,0,0
1179999422412926977,1,0
1179998974402531328,1,1
1179998828193353728,1,0
1179997675485372416,0,0
1179997237075742720,0,0
1179996915267756033,1,0
1179996487314542592,1,0
1179995188606984192,0,0
1179994851942768640,1,0
1179994574950932486,0,0
1179994363360923648,1,0
1179994343215697920,0,0
1179993274586669056,0,0
1179993016653811712,1,0
1179992380461735951,0,0
1179992132632895489,1,0
1179991683481718785,1,0
1179991588518404096,1,0
1179990928280489989,1,0
1179989912818524160,1,0
1179989116072660993,1,0
1179988087994232832,0,1
1179986627428528129,1,0
1179985547835691008,1,0
1179984886733660160,1,1
1179980923015761920,0,0
1179980758645129216,0,0
1179978684591157249,1,0
1179975835949965312,1,0
1179975367437758464,0,0
1179975226865700865,1,0
1179975221614395392,1,0
1179975137246027776,0,0
1179972211412803584,1,0
1179964914645028864,0,0
1179958412660133888,0,0
1179957457361211392,1,0
1179957065130938368,1,0
1179948197038428160,0,0
1179935140778332160,0,1
1179929770332700673,1,0
1179923153419739142,0,0
1179921747358949377,0,0
1179918395631980544,1,0
1179916931693977600,1,0
1179916842955149313,0,1
1179916626264805376,1,0
1179916602634117121,0,1
1179916301902503937,1,1
1179909988682256385,1,1
1179908562832826368,1,0
1179908137241006085,0,0
1179907758499549184,1,0
1179905833573998593,0,0
1179904859035844608,1,0
1179902660360712192,1,0
1179894885442347008,1,0
1179894356259610624,0,0
1179890554865377281,1,0
1179890096377606144,1,0
1179889037278093312,0,1
1179888691755573248,0,0
1179887445892096001,1,0
1179886634357198848,1,0
1179886285990891520,0,0
1179885513035132928,1,1
1179883480043393025,1,0
1179882712842330112,1,0
1179882444381708292,1,0
1179881761993613318,1,0
1179877144543027201,0,0
1179876004623523840,0,0
1179875751245553664,1,0
1179872934560780288,0,0
1179872318329372673,1,1
1179871286492835840,1,0
1179870805146177542,0,0
1179870325577846788,1,0
1179868447129440259,0,0
1179867119879688196,0,0
1179866674398466066,0,0
1179866185481031680,1,0
1179864282936348684,1,0
1179863916609986560,1,0
1179862851613331468,1,1
1179862803861180416,1,0
1179862647124221953,0,0
1179862456635723792,1,0
1179861932515495941,0,0
1179861337209524225,1,0
1179860958661021708,1,0
1179860858257772550,1,0
1179860423904038912,1,0
1179860403364548608,1,0
1179858778482716672,1,0
1179858697603956739,1,0
1179858533225058304,1,1
1179857557390856197,0,0
1179857369062395904,0,1
1179856256313561089,0,0
1179856043763027970,0,0
1179855699284758528,1,1
1179855688849338368,1,0
1179855060613902337,1,0
1179855042238652417,0,0
1179854503446798336,1,1
1179853992307937281,1,1
1179853982149337089,1,0
1179852420307963904,1,0
1179852223007875073,0,0
1179852046830358528,0,0
1179851337590284290,0,0
1179851201187373056,1,0
1179851111584485376,0,0
1179851050527924224,0,0
1179850944013570049,0,0
1179850664509427713,1,0
1179850508271529985,1,0
1179850251206836224,1,0
1179849723110395904,0,0
1179849621801259009,1,0
1179849070912950272,1,0
1179848661662158853,0,0
1179848621145165825,1,1
1179847919412928512,1,0
1179847741750554627,0,0
1179847711622909953,1,0
1179847286031093760,0,0
1179846909701361665,1,0
1179846836405854208,0,0
1179846610089631745,0,0
1179846258586013698,1,1
1179846217230147585,0,0
1179846074145611778,0,0
1179845707672539136,1,1
1179845513086210048,1,0
1179845178070388741,0,0
1179844628008321032,1,0
1179844393530019845,0,0
1179843934194941952,1,0
1179842793847578624,1,0
1179842272441049091,1,1
1179841511644651520,1,0
1179841091740344321,1,0
1179840040945553409,1,0
1179839988185419777,1,0
1179839425506881536,1,0
1179839403105103873,0,1
1179839002242883584,1,0
1179838642052882432,1,0
1179837399804923904,1,1
1179837131729948672,1,1
1179836966776590337,1,0
1179836724727468034,1,0
1179836029550972930,1,0
1179835200991383554,1,0
1179834582834782208,1,0
1179833945136996352,1,0
1179832925162016771,1,0
1179831747778875392,1,1
1179831697594077185,1,0
1179831251253043200,1,0
1179831003633901569,1,0
1179830991034228737,1,0
1179830168304664579,1,0
1179829156051329024,1,0
1179828485302472705,1,1
1179827738175328256,1,0
1179827680700768256,0,0
1179827643593773059,1,1
1179827307269312512,1,0
1179826655923245058,1,0
1179826286484758529,0,0
1179826268340199424,1,1
1179826143794487297,0,0
1179825930476367873,0,0
1179825040071823367,1,1
1179823888504692737,1,0
1179823446924156929,1,0
1179823286622052352,0,0
1179823127209156608,0,0
1179822789525671936,1,0
1179822787579568144,1,0
1179820948708642817,1,0
1179820901338112005,0,0
1179820061273526272,1,1
1179819717990715392,1,0
1179819402663022592,1,0
1179818695373271042,1,0
1179818005951328256,1,1
1179817869678465025,0,0
1179817738086297600,0,0
1179816950479896582,1,0
1179816550536220673,1,0
1179816375642152966,0,0
1179816338895839235,1,1
1179816175213191170,1,1
1179815355801358336,0,0
1179815248112607232,0,0
1179815247529627649,1,0
1179813554670755840,1,0
1179812832499654656,0,0
1179812676651950085,0,0
1179812279673671680,0,0
1179811759110131712,1,0
1179811561642319877,0,0
1179810565381922817,1,0
1179809639212433409,1,0
1179809604965933057,1,1
1179809402246893568,1,0
1179809064894812163,0,1
1179808700200095745,1,0
1179808646357749760,0,0
1179808334326718465,1,0
1179808145302048769,1,0
1179808083016650752,1,0
1179808070014263296,1,0
1179807220957159424,0,0
1179807036948828167,0,1
1179806758702915585,0,0
1179806219453829120,1,0
1179805450264596480,1,0
1179805212363632640,0,0
1179804896167636993,1,0
1179804823358787584,1,0
1179804722338947072,0,0
1179804636464717824,0,0
1179804450053120001,0,1
1179804034603114496,1,0
1179804016034942976,0,0
1179803966680514560,0,0
1179803906727186432,0,0
1179803816616742912,0,0
1179803209386336257,0,0
1179803033082966018,1,1
1179803027563266051,0,1
1179802453925122050,0,0
1179802346546749440,1,1
1179801993268912131,1,0
1179801550568525824,1,0
1179800853760368640,0,0
1179800767273803778,1,0
1179800205627187200,1,0
1179799438681952256,0,0
1179798883272187907,0,0
1179798751868837889,1,0
1179798319192838144,1,1
1179797970855878657,1,1
1179797301260410881,0,1
1179797125162504192,0,0
1179796856123117568,1,1
1179796122354819073,0,0
1179795791021514753,1,0
1179794017229459457,1,0
1179793938456158209,0,0
1179793877777240065,1,0
1179793480794738688,1,0
1179793084453916673,1,0
1179793082331598848,1,0
1179793056473763843,1,0
1179792862143270912,0,0
1179791815756701696,1,0
1179791640292216838,0,0
1179791491956383747,1,0
1179791237919981569,1,0
1179789120534650881,1,1
1179787881264615425,1,1
1179787668026253318,1,0
1179787495761940483,0,0
1179786621769703424,1,0
1179786447357915136,1,0
1179786366227505152,1,0
1179786067555295233,0,0
1179785890547343361,0,0
1179784414898872322,0,0
1179784411941879809,0,0
1179782936826204161,0,0
1179782922506833922,0,0
1179782848741609472,1,1
1179782762053689346,0,0
1179782371241086976,1,0
1179782248335323136,1,0
1179782230467600384,0,0
1179781917408931840,1,0
1179781807572754432,1,0
1179781749045370882,0,0
1179781680317554688,1,1
1179781084139134976,1,0
1179780663676940288,0,0
1179780485674864640,1,0
1179780342863056897,0,0
1179780303222661120,0,0
1179779642020024320,1,0
1179778941810352128,1,1
1179778898034352129,1,0
1179778696208670721,0,0
1179778362035847169,1,0
1179778080971378697,1,0
1179777917309591552,1,0
1179777431168847873,1,1
1179777184552161281,1,1
1179776593385930753,1,0
1179776409788657665,0,0
1179775980577202176,0,1
1179775888499658754,0,0
1179775791992856582,1,1
1179775736921706496,1,0
1179775615718871040,1,1
1179775408256028672,1,1
1179775210846863360,1,1
1179774882743279617,1,0
1179774832713576449,0,1
1179774606950965249,0,0
1179774408912752643,1,0
1179774367129059328,1,0
1179774061011984384,1,0
1179773581082927110,1,0
1179773394050523138,1,1
1179773270121488386,0,0
1179772935311106059,1,0
1179772477393838083,1,0
1179772227140620288,1,0
1179771682015383555,0,1
1179771316217495552,1,1
1179770996838080512,1,0
1179770803270963216,0,1
1179770769225764869,1,0
1179769722595942402,0,0
1179769603871916034,0,0
1179769598662586374,1,0
1179769086638743553,1,0
1179768867998044162,1,0
1179768079355650049,0,0
1179767821733175296,1,0
1179766404838514688,0,1
1179765175005700096,1,0
1179764580408598528,1,0
1179764549165178886,0,0
1179764270311116800,1,0
1179762205782347776,1,0
1179761395686088704,1,0
1179761287804391424,0,0
1179761095013289986,1,0
1179761057998483456,1,0
1179760523958767616,0,0
1179760263635099648,1,1
1179760239287160832,0,0
1179760233528340480,1,0
1179760141522149377,1,0
1179759903130443776,0,0
1179759763808296960,1,0
1179759740248842241,1,0
1179759483578470400,1,1
1179759458249052160,0,1
1179759128580886528,1,0
1179758968756936704,1,1
1179758478698713089,0,0
1179758350227197952,0,0
1179756438006173698,0,0
1179756270364045313,1,0
1179756227829653504,1,0
1179755946110836736,1,0
1179754827112419334,1,1
1179754429442134016,1,0
1179754189989261318,0,0
1179753743669219328,1,1
1179753691378790400,0,0
1179753653521043456,0,0
1179753193582071809,0,0
1179753173965254658,0,0
1179752874601000960,1,0
1179752229307330561,0,0
1179751686325309446,0,0
1179751082056126465,1,1
1179750369242615812,0,0
1179749490724655109,1,1
1179748601871966208,0,0
1179748289241063424,1,0
1179747940535033856,1,0
1179747099644182529,0,0
1179746759406428161,1,0
1179746518447853568,1,0
1179745990682796032,0,0
1179745926979706882,1,1
1179745196734595072,1,1
1179744689504825344,1,1
1179742143335796736,0,0
1179741995117535232,1,0
1179741783070318594,1,0
1179740740752150528,1,0
1179739703354052611,0,0
1179739523263160322,0,0
1179739364047409152,1,0
1179738692136689664,1,0
1179738687028039680,0,0
1179738215957315584,1,1
1179737815132835840,1,1
1179736876309270529,1,0
1179736635619135488,1,0
1179735540645728258,1,0
1179735372118577154,1,0
1179735292422623232,0,0
1179734579755864064,0,0
1179734534704783360,0,1
1179733874546479105,0,0
1179733646955163649,0,0
1179731765319086080,1,0
1179731185934721025,1,1
1179731033492742145,0,0
1179730606252539905,0,1
1179730406351998978,0,0
1179729809557086209,1,0
1179729026933542917,1,0
1179727339976040457,1,1
1179727124162371586,0,0
1179725924411019264,1,0
1179725837907693568,1,0
1179725630444847105,1,0
1179725340203261952,1,0
1179725308460752896,1,0
1179724259737964544,1,0
1179724074127429634,1,0
1179722948460105728,0,0
1179722737352400896,1,1
1179721737195474945,0,1
1179721320898203648,0,0
1179720640934350849,0,0
1179720577596178432,1,0
1179719528797921281,0,0
1179719088169537536,1,0
1179719079009165312,1,1
1179717641323339776,0,1
1179717514865119232,1,0
1179717293296799749,0,0
1179716866979352576,1,0
1179716672829165568,1,0
1179715505403416576,1,0
1179715411576799232,1,1
1179714449999106049,1,0
1179713554389389312,0,0
1179713184019693575,1,0
1179712976108032000,1,0
1179712655860387840,0,0
1179712616035475462,1,0
1179712274426138624,1,0
1179712130712588288,1,0
1179712065063309313,1,1
1179711488858165249,0,0
1179711430813261824,0,0
1179711248302252037,1,0
1179710832835469312,0,0
1179710703676088321,0,0
1179709940551704576,1,0
1179709749249658880,0,0
1179709636309667840,1,0
1179709255642943488,0,1
1179709201326710784,1,1
1179709035718819840,0,0
1179708312717271040,0,0
1179707890464182272,0,0
1179707580425355264,0,0
1179707298400411648,0,0
1179707121824346114,0,0
1179706962444992512,0,0
1179706652729249795,1,0
1179706194472181760,1,1
1179706066139004933,0,0
1179706047142993921,0,1
1179705787595313152,0,0
1179705683979198469,1,0
1179705205409144832,1,1
1179704937716031490,0,0
1179704929142882304,1,0
1179704805306044416,1,1
1179704634996350976,1,0
1179704567472312321,0,0
1179704334701006849,0,0
1179704130622955521,1,1
1179703983167983619,1,0
1179703790380957701,1,1
1179703567030128640,1,1
1179702963054501888,1,0
1179702904531423233,1,0
1179702749908393984,1,0
1179702483221958657,0,0
1179702446630821888,0,0
