tweet_id,party,argument,claim,evidence,unverifiable_claim,verifiable_claim,reason,external_evidence,toxic_language
743073149068181504,Alliance 90/The Greens,1,0,1,0,0,0,1,0
743340274340921344,Alliance 90/The Greens,1,1,1,0,0,0,1,0
743767835835506688,Alliance 90/The Greens,1,1,1,1,0,0,0,0
743798105162813440,Alliance 90/The Greens,1,0,0,0,0,0,0,1
743882718501568512,SPD,0,0,0,0,0,0,0,0
744204721674661888,Alliance 90/The Greens,1,1,1,1,1,0,1,0
744800369822175232,Alliance 90/The Greens,1,1,1,1,0,0,1,0
745256825008848896,SPD,1,1,1,1,0,0,1,0
745562214787014656,Alliance 90/The Greens,1,1,0,1,0,0,0,0
745911435079847936,Alliance 90/The Greens,1,1,1,1,0,0,1,0
745945126883692544,SPD,1,1,1,1,0,0,1,0
746005222326140928,CDU/CSU,1,1,1,1,0,0,1,0
746381656118919168,CDU/CSU,1,1,0,1,0,0,0,0
748463138878689280,Alliance 90/The Greens,1,0,1,1,0,0,1,0
748564899899580416,Alliance 90/The Greens,1,1,1,1,0,0,1,0
748885895386836992,Alliance 90/The Greens,1,1,1,1,0,0,1,0
748887101484052480,Alliance 90/The Greens,1,1,0,1,0,0,1,0
749205642590781440,Alliance 90/The Greens,1,1,1,1,1,0,1,0
749849995835244544,Alliance 90/The Greens,1,1,1,1,0,0,1,0
749853669131165696,SPD,1,1,1,1,0,0,1,0
749932341200556032,Alliance 90/The Greens,1,1,1,1,0,0,1,0
749933073815498752,Alliance 90/The Greens,1,1,1,1,0,0,1,0
749987259957518336,Alliance 90/The Greens,1,0,1,0,0,0,1,0
750190159388368896,Alliance 90/The Greens,1,1,1,1,1,0,1,0
750279847503618048,Alliance 90/The Greens,1,1,1,1,0,0,1,0
750627867759968256,Alliance 90/The Greens,1,1,0,1,0,0,0,0
751325612917350400,Alliance 90/The Greens,1,1,1,1,0,0,1,0
751334175375065088,CDU/CSU,1,1,1,1,0,0,1,0
751334260213161984,Alliance 90/The Greens,1,1,1,1,0,0,1,0
751537588670959616,Alliance 90/The Greens,1,1,1,1,0,0,0,0
751748411582476288,CDU/CSU,1,1,1,1,0,0,1,0
752441222065684480,Alliance 90/The Greens,1,1,1,1,0,0,1,0
752871220408975360,Alliance 90/The Greens,1,1,0,1,0,0,0,0
752872125506150400,Alliance 90/The Greens,1,1,0,1,0,0,0,0
752937663787888640,CDU/CSU,1,1,1,1,0,0,1,0
753332521434222592,Alliance 90/The Greens,1,1,1,1,0,0,1,0
753881112431169536,Alliance 90/The Greens,1,0,1,1,0,0,1,0
755351929799270400,Alliance 90/The Greens,1,1,1,1,0,0,1,0
755358847452184576,The Left Party,1,1,1,1,0,0,1,0
755391713582026752,SPD,1,0,1,0,0,0,1,0
755808872980287488,Alliance 90/The Greens,1,1,1,1,0,0,1,0
758380697065234432,Alliance 90/The Greens,1,1,1,1,0,0,1,0
758423208739663872,Alliance 90/The Greens,1,1,1,0,0,0,1,0
758940663157108736,The Left Party,1,1,0,1,0,0,1,0
759011095105327104,Alliance 90/The Greens,1,1,1,0,0,0,1,0
759114038949318656,Alliance 90/The Greens,1,1,0,1,0,0,0,0
759440266315137024,Alliance 90/The Greens,1,1,0,1,0,1,0,0
760374141107183616,Alliance 90/The Greens,1,1,1,1,0,0,1,0
761149481890959360,SPD,1,1,1,1,0,0,1,0
762726363912699904,Alliance 90/The Greens,1,0,1,0,0,0,1,0
762727012935008256,Alliance 90/The Greens,1,0,1,0,0,0,1,0
763275011390070784,Alliance 90/The Greens,1,1,1,1,0,0,1,0
764019503277547520,Alliance 90/The Greens,1,1,1,1,0,0,1,0
764225719878713344,CDU/CSU,1,1,1,1,0,0,1,0
764363789634535424,Alliance 90/The Greens,1,1,1,1,1,0,1,0
764860172271484928,Alliance 90/The Greens,1,1,1,0,0,0,1,0
765211059795873792,SPD,1,1,1,0,0,0,1,0
765288292099166208,Alliance 90/The Greens,1,1,1,0,0,0,1,0
765305052651192320,Alliance 90/The Greens,1,1,1,1,0,0,1,0
765842675962617856,The Left Party,1,0,1,0,0,0,1,0
766133130923220992,Alliance 90/The Greens,1,1,1,0,1,0,1,0
766399777873530880,Alliance 90/The Greens,1,1,0,1,0,0,0,0
768162137395105792,SPD,1,1,1,1,0,0,1,0
768336331810410496,Alliance 90/The Greens,1,1,1,0,0,0,1,0
768424352345915392,SPD,1,1,1,1,0,0,1,0
769082277846511616,The Left Party,1,0,1,0,0,0,1,0
769101740000047104,Alliance 90/The Greens,1,1,1,0,1,0,0,0
769113994456170496,Alliance 90/The Greens,1,0,1,0,0,0,1,0
770191615419875328,Alliance 90/The Greens,1,1,1,1,0,0,1,0
770290747002097664,Alliance 90/The Greens,1,1,1,0,0,0,1,0
770324394157694976,The Left Party,1,1,1,0,0,0,1,0
771285965495205888,Alliance 90/The Greens,1,1,1,1,0,0,1,0
771712594197504000,Alliance 90/The Greens,1,0,0,0,0,0,0,0
771763169236779008,Alliance 90/The Greens,0,0,1,1,0,0,1,0
771953296500224000,Alliance 90/The Greens,1,1,1,1,1,0,1,0
771997965821026304,Alliance 90/The Greens,1,1,1,1,0,0,1,0
771998205773045760,SPD,1,1,0,1,1,0,0,0
772002266974945280,Alliance 90/The Greens,1,1,1,1,0,0,1,0
772051789076201472,Alliance 90/The Greens,1,1,0,1,1,0,0,0
772055312539017216,Alliance 90/The Greens,1,0,1,0,0,0,1,0
772352349318877184,Alliance 90/The Greens,0,0,1,0,0,0,1,0
772398094369615872,Alliance 90/The Greens,1,1,1,0,0,0,1,0
772778354885951488,The Left Party,1,1,0,1,0,0,0,0
772788081028112384,Alliance 90/The Greens,0,1,1,1,0,0,1,0
772790776640184320,Alliance 90/The Greens,1,0,1,1,0,0,1,0
772830188279300096,Alliance 90/The Greens,1,1,1,1,0,0,1,0
772860256166830080,Alliance 90/The Greens,1,1,1,0,0,0,1,0
772890839349661696,Alliance 90/The Greens,1,1,1,1,0,0,1,0
773405936564178944,Alliance 90/The Greens,1,1,1,0,1,0,1,0
773408980756488192,Alliance 90/The Greens,1,1,1,0,0,0,1,0
773584223072583680,SPD,1,1,0,1,0,0,0,0
773785778644279296,Alliance 90/The Greens,1,1,0,1,0,0,0,0
774149033027776512,Alliance 90/The Greens,1,1,0,1,1,0,0,0
774229354968653824,Alliance 90/The Greens,1,1,1,1,0,0,0,0
774231911321444352,Alliance 90/The Greens,1,1,1,1,0,0,1,0
774523745792827392,Alliance 90/The Greens,1,1,0,1,0,0,0,0
774555633899233280,The Left Party,1,1,1,1,0,0,1,0
774615935822987264,Alliance 90/The Greens,1,1,1,1,0,0,1,0
774668898964766720,Alliance 90/The Greens,1,1,0,1,0,0,0,0
775349509413015552,Alliance 90/The Greens,1,1,1,1,0,0,1,0
775657224924463104,Alliance 90/The Greens,1,1,0,0,0,0,0,0
775970836847157248,Alliance 90/The Greens,1,1,1,1,0,0,1,0
775977834720423936,The Left Party,1,1,1,1,0,0,1,0
776006441517940736,Alliance 90/The Greens,1,1,1,1,0,0,1,0
776424675694051328,Alliance 90/The Greens,1,1,0,1,0,0,0,0
778108100087873536,Alliance 90/The Greens,1,1,1,1,0,0,1,0
778167970400960512,Alliance 90/The Greens,1,1,0,0,0,0,0,0
778175451067998208,Alliance 90/The Greens,1,1,0,0,0,0,0,0
778592796240478208,The Left Party,1,1,1,1,0,0,1,0
778597182991728640,The Left Party,1,1,1,0,0,0,1,0
778845578155491328,Alliance 90/The Greens,1,1,0,1,1,0,0,0
778895576213622784,Alliance 90/The Greens,1,1,1,1,0,0,1,0
779024783950376960,Alliance 90/The Greens,1,0,1,0,0,0,1,0
779253322314383360,Alliance 90/The Greens,1,1,0,1,0,0,0,0
779359520573288448,Alliance 90/The Greens,1,1,1,1,1,0,1,0
779567360017596416,Alliance 90/The Greens,1,1,0,1,1,0,0,0
779698310307258368,Alliance 90/The Greens,0,0,0,1,0,0,0,0
779699023045332992,Alliance 90/The Greens,0,0,0,0,0,0,0,0
780425200819113984,Alliance 90/The Greens,1,1,1,1,1,0,1,0
780435878883782656,CDU/CSU,1,1,1,1,0,0,1,0
780670912546865152,Alliance 90/The Greens,1,1,1,1,0,0,1,0
781468602855723008,The Left Party,1,1,1,1,1,0,1,0
781473636523839488,The Left Party,1,1,1,1,0,0,1,0
781519001339977728,FDP,1,1,1,1,0,0,1,0
781766754330480640,CDU/CSU,1,1,1,0,0,0,1,0
781830337399754752,Alliance 90/The Greens,1,1,1,1,1,0,0,0
781942037713186816,Alliance 90/The Greens,1,1,1,1,0,0,1,0
782114547033333760,Alliance 90/The Greens,1,1,1,1,0,0,0,0
782228241432080384,FDP,1,0,1,0,0,0,1,0
782501651747901440,Alliance 90/The Greens,1,1,1,1,0,0,1,0
782543208173674496,The Left Party,1,1,1,0,0,0,1,0
783276050063196160,FDP,1,1,0,0,0,0,0,0
783283385540157440,Alliance 90/The Greens,1,1,1,1,1,0,1,0
783324152769998848,Alliance 90/The Greens,1,1,1,1,0,0,1,0
783345429345869824,Alliance 90/The Greens,1,1,1,1,0,0,1,0
783364842652594176,CDU/CSU,0,0,0,1,0,0,0,0
783536041579929600,Alliance 90/The Greens,1,1,1,1,0,0,1,0
784270857640169472,Alliance 90/The Greens,1,1,1,1,0,0,1,0
784344112040382464,Alliance 90/The Greens,1,1,1,1,0,0,1,0
784753285379088384,Alliance 90/The Greens,1,1,1,1,0,0,1,0
785062902478798848,Alliance 90/The Greens,1,1,0,1,0,0,0,0
785139726399508480,Alliance 90/The Greens,1,1,1,1,0,0,1,0
785365664966012928,Alliance 90/The Greens,1,1,1,1,0,0,1,0
786540475779993600,Alliance 90/The Greens,1,1,1,1,0,0,1,0
786923842052755456,Alliance 90/The Greens,1,1,1,1,1,0,1,0
787357708164931584,Alliance 90/The Greens,1,0,0,1,0,0,1,0
788408470408204288,Alliance 90/The Greens,1,1,1,1,1,0,1,0
788693563207016448,Alliance 90/The Greens,1,1,0,1,0,0,0,0
788758061611646976,Alliance 90/The Greens,1,1,0,0,0,0,1,0
789474510957314048,Alliance 90/The Greens,1,1,1,1,0,0,1,0
790170991259451392,Alliance 90/The Greens,1,1,1,0,0,0,1,0
790556055747035136,Alliance 90/The Greens,1,1,1,1,0,0,1,0
790922171501645824,Alliance 90/The Greens,1,0,1,1,0,0,1,0
791012433217421312,Alliance 90/The Greens,1,0,1,1,0,0,1,0
791148131517857792,Alliance 90/The Greens,1,1,1,0,0,0,1,0
791995233273778176,The Left Party,1,1,1,1,1,0,1,0
792387330908819456,Alliance 90/The Greens,1,0,1,1,0,0,1,0
793730427034988544,Alliance 90/The Greens,1,1,1,1,0,0,1,0
793733145795461120,Alliance 90/The Greens,1,1,1,1,0,0,1,0
793854658997579776,Alliance 90/The Greens,1,1,1,1,0,0,1,0
793877677077913600,SPD,1,1,0,1,0,0,0,0
793885404416110592,FDP,1,1,0,1,0,0,0,0
793912928806154240,The Left Party,1,1,1,1,0,0,1,0
794510279749042176,Alliance 90/The Greens,1,1,0,1,1,0,0,0
794562936056512512,Alliance 90/The Greens,1,1,1,1,0,0,1,0
794584083145887744,Alliance 90/The Greens,1,1,1,0,0,0,1,0
794596160421896192,Alliance 90/The Greens,1,1,0,1,0,0,0,0
794600539975720960,Alliance 90/The Greens,0,0,0,0,0,0,0,0
794643738366709760,Alliance 90/The Greens,1,1,1,1,0,0,1,0
794658138305794048,Alliance 90/The Greens,1,1,0,1,0,0,0,0
794829867988750336,Alliance 90/The Greens,1,1,1,1,0,0,1,0
794830911078625280,Alliance 90/The Greens,1,0,1,0,0,0,1,0
794872280409141248,Alliance 90/The Greens,1,1,1,1,0,0,1,0
795748241543430144,Alliance 90/The Greens,1,1,1,1,0,0,1,0
796022393684787200,Alliance 90/The Greens,1,1,1,0,1,0,1,0
796090745874739200,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796098439868272640,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796139542357168128,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796145055568433152,Alliance 90/The Greens,0,1,1,0,0,0,1,0
796316277140754432,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796316911713865728,CDU/CSU,1,1,0,1,0,0,0,0
796445348176728064,Alliance 90/The Greens,0,1,0,1,0,0,0,0
796473964147118080,Alliance 90/The Greens,1,1,1,0,0,0,1,0
796621849841061888,CDU/CSU,1,0,1,0,0,0,1,0
796648272786051072,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796651426961387520,Alliance 90/The Greens,1,1,0,1,0,0,0,0
796673187853508608,Alliance 90/The Greens,1,1,1,1,1,0,1,0
796724372564127744,The Left Party,1,1,1,1,0,0,1,0
797011695919104000,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797051294187999232,The Left Party,1,0,1,0,0,0,1,0
797058379852156928,Alliance 90/The Greens,1,1,0,1,0,0,0,0
797070534949347328,SPD,1,1,0,1,0,0,0,0
797072683271946240,The Left Party,1,1,1,1,0,0,1,0
797077822129000448,Alliance 90/The Greens,1,1,1,1,1,0,1,0
797095156793085952,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797113247216369664,SPD,1,1,1,0,0,0,1,0
797120629937991680,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797163418952368128,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797354865722880000,Alliance 90/The Greens,1,0,1,0,0,0,1,0
797359068809752576,SPD,1,1,1,0,0,0,1,0
797373299491766272,SPD,1,1,1,0,0,0,1,0
797475482975531008,Alliance 90/The Greens,1,1,1,0,0,0,1,0
797515096104796160,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797540380304691200,Alliance 90/The Greens,1,1,1,0,0,0,1,0
797746150593925120,Alliance 90/The Greens,1,1,0,1,0,0,0,0
797767333561372672,Alliance 90/The Greens,1,1,1,1,0,0,1,0
797787366056493056,Alliance 90/The Greens,0,0,0,1,0,0,0,0
797891091806580736,Alliance 90/The Greens,1,0,1,0,0,0,1,0
797896448905838592,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798145286359105536,Alliance 90/The Greens,1,1,1,0,0,0,1,0
798481739521867776,Alliance 90/The Greens,1,1,1,0,0,0,1,0
798524706986991616,Alliance 90/The Greens,1,1,1,0,0,0,1,0
798586352421859328,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798622837321961472,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798631705313689600,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798891241802960896,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798905638969544704,Alliance 90/The Greens,1,1,1,0,0,0,1,0
798907899229667328,Alliance 90/The Greens,1,1,1,1,0,0,1,0
798910804321968128,Alliance 90/The Greens,1,1,1,0,1,0,1,0
799194307865485312,Alliance 90/The Greens,1,1,1,1,0,0,1,0
799195922261561344,Alliance 90/The Greens,1,1,1,1,0,0,1,0
799209563862011904,The Left Party,1,1,1,1,0,0,1,0
799545699901861888,Alliance 90/The Greens,1,1,1,1,0,0,1,0
799556766027628544,SPD,1,1,1,1,0,0,1,0
799561352222216192,SPD,1,1,1,1,0,0,1,0
799575918566080512,Alliance 90/The Greens,1,1,1,1,0,0,1,0
799867023706755072,Alliance 90/The Greens,1,1,0,1,0,0,0,0
799888332704587776,Alliance 90/The Greens,1,1,0,1,0,0,0,0
799890759310778368,Alliance 90/The Greens,1,1,1,1,0,0,1,0
800676011297775616,Alliance 90/The Greens,1,1,1,0,0,0,1,0
800732217521635328,Alliance 90/The Greens,1,1,1,1,1,0,1,0
800736275229765632,Alliance 90/The Greens,1,1,0,1,1,0,0,0
800793181478649856,Alliance 90/The Greens,1,1,1,1,0,0,1,0
801011300012802048,Alliance 90/The Greens,1,1,1,1,1,0,0,0
801405269389508608,Alliance 90/The Greens,1,1,0,1,0,0,0,0
801407825360601088,SPD,1,0,1,0,0,0,1,0
801443771548368896,The Left Party,1,1,1,0,0,0,1,0
801513046673915904,Alliance 90/The Greens,1,1,0,1,0,0,0,0
801722395052703744,Alliance 90/The Greens,1,1,0,1,0,0,0,0
801790534633324544,The Left Party,1,0,1,0,0,0,1,0
802088075467882496,Alliance 90/The Greens,1,1,0,1,0,0,0,0
802788458070675456,Alliance 90/The Greens,1,1,1,0,1,0,1,0
803248838907756544,SPD,1,1,1,1,0,0,1,0
803603177224474624,SPD,1,1,1,0,0,0,1,0
803609074789208064,Alliance 90/The Greens,1,1,1,1,0,0,1,0
803610815798673408,Alliance 90/The Greens,1,1,0,1,0,0,0,0
